,account_id,content
173,5575977,"i am diana ragno, a registered holistic nutritionist that helps busy men and women balance hormones, increase energy and lose weight.i use customized nutrition plans which are created based on the analysis of over 30 of your blood values along with your medical history. no one size fits all approach!i see clients for: weight loss, peri-menopause and menopause symptoms, hot flashes/night sweats, sleep, fatigue, pms, energy, bloating, digestive issues, constipation, joint pain, inflammation, high blood pressure, constipation, pre/type 2 diabetes and more...clients who are on the program see improvements in: sleep, energy, weight, hot flashes and nights sweats, bloating, pms, constipation, headache, anxiety, inflammation, joint pain, blood pressure, cholesterol, constipation, blood sugar, cravings, heart burn and more...this all while eating a variety of real food for your body. no pills, injections, shakes, starving, counting calories or points. the best part, it gives you the tools to maintain for the long term!"
187,1700296,"#eeks and all others, go into observation in your heart, no #eeks @yellowrosefortexas from the transcript of get ready october 3        for a daily reminder   nb both the string and the non consent can be found in the comments for your perusal, had to optimize the pinned posts    "
189,2171316,                    i had a video pinned to my twitter cuz people kept calling me bot or saying my pic was fake n i was some dude in his basement larpingso here's my new proof of life yeah yeah it's one o' those goofy animal filters but if i was willing to look ridiculous to make this i figure i earned a follow? #yesimbatty
195,5576141,@morgantownwvguy we live in garrett county md. so wish it was part of wv   our visitor at about 8:30 last evening. i think it's one big boy. @mamalyon you would love my danish with your coffee. i'm hoping to get back to my baking. sourdough buns with sundried tomatoes and asiago cheese with that spaghetti    
203,5873551,"oklahoma goldback alpha pre-sale - orders start aug 1st for aug 25th  india pm inventories are up for  wear your stack to work day . steady on the throttle. m2 now at 4.5% yoy, up from previous 4.4%. this is a repost, from another awhile back, but still relevant. if it can happen in venezuela , it can happen here."
205,1625643,"salvation is as easy as abc!if you yourself have yet to be saved or you know of someone that you would like to get saved you can use this guide to show them that salvation through faith in jesus christ alone was never meant to be complicated and filled with works.a)dmit he/she is a sinner.do you admit that you are a sinner and repent in your heart to being a sinner?b)elieve in jesusdo you believe in what jesus did for you on the cross by dying and washing away your sins (paying the wages of your sins) with his holy blood and resurrecting 3 days later.c)onfess to godpray to god either out loud with someone or by yourself saying the above things.dont know what to say or how to say it? you can say something like this:dear god,i know i m a sinner as i repent i put my faith that jesus is god and that he died, buried, and resurrected so that his blood can wash away my sins. i put my faith in that alone to save me, not my good works.in jesus name i pray, amenthat is it! if you meant this with your heart you are now saved in him.welcome to the family =) <3 want to know just how much god loves you? watch this sermon on salvation from dr. gene kim. the best salvation how to be saved...and a real bible believerhow to be 100% sure you're going to heaven!"
206,1041361,"there is no excuse why anyone on this site shouldn't be involved at least at a local level. and let me add another thing, if you can stomach it, some of you could also run as democrats lets take over both parties ! number 4so god has this plan to save mankind from sin and to take back possession of the universe from satan. so god becomes a human, that would be sacrifice number 1. can you imagine that god himself comes down from heaven an un-describable sacrifice for an undeserving human population. and he did this while we were still stained with sin. the first part of god's plan was overtly simple, he was born of a virgin. you see that is how he escaped being tainted by sin. i bet you all thought that women having pain during childbirth was the worst part of god's punishment for the original sin. no in my opinion the worst part was that forever human seed carried by men was tainted with that same original sin because it came from a human.thus by being born to a virgin mother jesus was born without that stain of sin. number 3god has a plan, man it is one incredible plan. you see at one point god knew that mankind needed more than just an angry old god to help them figure out right from wrong. so he gave us a list of what you should do, and what you shouldn't do.however he also knew that there's no way any human could actually complete that list on their own. because by now sin was our nature, what we as humans do is continually sin because it is in our nature. i'm sure i don't need to tell you all that lame old story about the scorpion and his nature, do i? so you see god already knew all of this, but god had a plan. you see god would become a human so that he could win back the universe from satan and also show us the way to stop sinning. but it would require sacrifice and a lot of it. number 2what died above the line was adam and eve's spirits. no longer would they have direct contact with abba god their father. you see god is a jew and always has been. so what he was saying to adam and eve wasn't if you eat that fruit from the tree of knowledge of good and evil you will physically die. no god what god was saying in his best jewish accent was "" adam and eve when you eat from the tree of knowledge of good and evil, you will be dead to me! ________________________________________________________________________________there's that line again!you see god would no longer even acknowledge their existence. god didn't see when they did good or bad. all he saw were two individuals who had already done bad. and every living thing that came after that line was crossed was stained with that sin. so no matter how bad you've been, no matter how good you've been. no matter how many prayers you've said, no matter if you even cried out in agony, pain and despair. god simply wasn't listening. however before you start thinking god is a heartless old bastard, lemme explain. number 1when adam and eve first sinned, they created a line. every thing above that line was perfect and good!________________________________________________________________________________below that line everything born into this universe, has been stained by that original sin. every baby, every creature, even the plants.on land or in the water or in the air, even in space and even on other planets and stars. it has become stained with that one sin. so no matter what you have done since your birth, both good, or bad doesn't matter. because the punishment that god proclaimed over adam and eve , for choosing to follow satan, wasn't just the loss of control and ownership over everything in the universe. but the punishment god declared would be death. people might think that adam and eve would have died right then instead of 900+ years later. so if adam and eve didn't suffer a physical death right away, what did die ?"
208,1463608,"i dropped this track yesterday, just for fun. #kingbritzy #karenking #britzycheck out this track on rap fame  as an outlet i started to make my own rap songs.  i won a king of rap competition, & was named 'king of bars'.  my first battle won , now i am on a mission to be a human humbled by god.   jesus is king of kings. i am not my own. i am not perfect. i have human flaws. jesus' blood washed all my"
212,469939,"    ebook new release   murder in the sanctuary by r shannonjack nolan detective series - book #newreleasebooks, #mystery, #mysteryromance groomed for marriage - by r shannon author - a story of love and #catholicbooks, #permafree, #mysterybooks   the art of sabotage by r shannon  while ingratiating himself with ciara's influential and elitist parents, darius uses his vampiric powers to isolate ciara all to himself. but has he gone too far? #paranormalromance, #kindleunlimited    free vampire ebook download    darius - a vampire #ebookgiveaway, darius - a vampire story (#freeebook)looking for a contemporary modern day gothic story? are you a fan of the old ""dark shadows""? you'll love this series! #paranormal, #romance,"
214,2271281,"so tired of streaming services and the games they play. i just found out a tv series i purchased on youtube and was sold to hulu(disney) and i lost all the money i spent purchasing all the seasons because youtube can no longer stream it. lessson learned... thanks for nothing screwtube.   good morning all....     good morning all... from my newest peony that finally bloomed yesterday after two years!        good morning all.... feeling conflicted because this crazy heat is making me desperate for fall to come early this year, even though i know that my garden is months away from being ready for it. stay cool today folks... wherever you are.     today's word of the day: clawback   good morning all.... and happy friday!    wishing you a relaxing weekend. @rfgamble helped my old girl across the  bridge this morning.... this tough little dog almost made it to 17. it never gets any easier saying goodbye to loyal friends.      july is blueberry month!     good morning all...      "
215,1649791,"under the advice of legal counsel, i declare:1. the entire content and attachments of any and all of my posts are for the purposes of personal entertainment.2. posting said content does not constitute agreement or endorsement, nor do i vouch for its veracity. indeed, much content is preposterous, posted to illustrate absurdity.3. as a american national, i do not waive any or all of my rights to any individual, group, corporation, agency, government, or any other entity. the use of any content posted by me for any purpose other than personal entertainment is not granted.4. unless otherwise noted, i have not produced any of the content posted to this site. all content and images were taken from this and other sites with a minimum age requirement of 18 years of age, and are assumed to be in the public domain.warning: to all individuals, groups, corporations, agencies governments or other entities, including local, state, federal or international law enforcement agencies, no permission is granted to use any content, including but not limited to, profile information, pictures, videos, blogs, essays and stories, in any form or forum, both current and future, for any purpose, including but not limited to, reports, projects, studies, and investigations. violators will be subject to legal action."
220,1256384,"dinosaur gamer peepo for discord user skinnydino [oc]full resolution here: quick sketch on sunday  many people need desperately to receive this message: 'i feel and think much as you do, care about many of the things you care about, although most people do not care about them. you are not alone.  -kurt vonnegut, timequake"
231,5254745,be a man - don t eat anybody !                -               !              -  i            baptists          the correct remedy for hipocrisy                           i         i   i  mashiah - propecies on the christ        -                             -                        -        baptism - a covenant with                    signs of true church of                    we owe it to god and           the latest           christ and                   the antichrist of yesterday and                   the mystery of lawlessness                   antichrist in the light of
232,62790,"@freedom4me2day @vorontzov thanks, yes, he details the act in his wuhan book, chapter 11 and 14. as with the fauci book, the wuhan book is a timeline to 2023 when the book was published. the highlight of the season for a milliner is the spring racing carnival. there is always a fashion show or two to prepare for. this photo was taken in toorak, melbourne, where beautiful dresses and beautiful headwear meet on the catwalk. from the past: in 2017 i produced a range of couture headpieces for an 'edge of elegance' exhibition at the links art gallery in wagga, nsw. the exhibition had a theme of native flora and fauna which ran for 8 weeks to much acclaim and it was quite an honor to be featured there. i designed nine headpieces in all, including starfish, sting rays and coral headpieces and it took around nine months from the initial design concept to completing the collection.working with photographer, anita frank we produced a wonderful series of images to enhance the display so here's a lovely image of maddy wearing her vintage designs ""great barrier reef"" turban for your enjoyment. our beautiful bride, jess, wearing her feather and lace bandeau headpiece. image by frank sartori for vintage designs there you go, i am a milliner. this is one of my creations i made for a tea party photo shoot @thecobblerswife @somebitchiknow"
236,3663091,"suffering that crushes faith #solidjoys  whom have i in heaven but you? and there is nothing on earth that i desire besides you. my flesh and my heart may fail, but god is the strength of my heart and my portion forever  (psalm 73:25 26). god s plan for martyrs #solidjoys  why we don t lose heart #solidjoys if you don t fight lust #solidjoys if you don t fight lust #solidjoys "
239,543703,@kerrion @cherryfyre @10toes can time nig!!!      [timmy trumpet & vini vici vs. luca testa x hitak x just ben] hey ya ~ changed the way you kiss me (msr remix) why the fuck is my entire feed populated with shit-tier garbage from shit-tier faggots i don't follow?
242,2419588,"brothers and sisters good morning! this morning we will celebrate life! i hope you will join us. this morning our sunday service will start at 10:00 (dallas time). from 10:00-11:00, there will be a bible study and prayer service, followed by our main worship service. you can follow along with us on we believe that the holy spirit will touch all of us in a special way and we hope that you join us!god bless you this morning.we are on day 17 of our 40 day prayer. feel free to join us as we pray for many prayer requests that are coming from all over the world. it is our prayer that the power of god will move on you and your situation in a special way.maranatha full gospel church 2206 bruton road balch springs, texas 75180 "
248,6452066,"@gaulatreides it's this way in the workplace now. interviews are largely done remotely so you have no idea if the person you are interviewing is receiving help on the side, either by another person or by ai or both. take home assessments are meaningless as it's just farmed out to a network of helpers for hire. it's easy to be deceived by the person showing up for the in person interview who may not be the person on the resume, if that person and their credentials are real at all. and if they are hired it's common enough for someone else entirely to show up for work if they are hired. if they work remotely you again don't know who's actually doing the work. it's completely zero trust now."
253,5726537,"been trying to not ask for help but as some of you may already now my son was vaccine injured at the end of may 2022. so i set up a givesendgo him so we can get a more fuel efficient vehicle for us to get him to his appointments and to help ease our financial burdens due to the fuel consumption of the vehicle we are currently using (my old work truck) any little bit helps weather its through donations, prayers or sharing his give send go thank you and godbless"
256,3389181,"remember me well    may my sweet boy tank rest in peace. he started having problems recently and was diagnosed with feline cancer. i had to have him put down yesterday at the advice of my vet. it was one of the hardest decisions i ever had to make. it s going to be a sad christmas.    the only thing sadder than listening to someone tell you what they used to be, is listening to someone tell you what they could have been. don t let the sun set on you. sunday morning in the garden. have a lovely day     luther partaking in some nectar. have a lovely day   it s been a long night at the memory motel.... good morning. heading out onto the bay to do some crabbing. have a fantastic day.     goodnight y all,i ll leave the light on for you    milo s reaction to the light being turned on in his lair, the guest bathroom. happy caturday   good morning. the sun isn t up yet but the grill is always open. have a great day      good morning from the garden. have a beautiful day      my shadow box. little pieces of my life collected along the way. each holding a memory of a moment, a person, a place that i always want to remember. good evening from the garden. cut back a lot of plants for winter and mulched a few beds. these beauties are still blooming but with temps headed into the 30 s tonight i don t know how much longer it will be before it s over. goodnight y all, i m off for a walk in the woods to enjoy the full moon.   good night/good morning. i ve been out wandering in the woods by the light of the moon all night enjoying the last of these mild temperatures. time for some breakfast and a nap. have a great day and week everyone    good morning from the garden. it s supposed to be another beautiful day here. enjoy your day wherever you are      been a real stunner of a day. good afternoon everyone, enjoy the remains of the day   "
265,5254204,"chickasaw word of the day:""mulli"" ~ mu l-le = jump (v) canola oil. chickasaw word of the day:""howeta"" ~ hoh-we-tah = vomit (v) ""i know a guy who can do it for like, twenty bucks..."" ""it ain t what you don t know that gets you into trouble. it s what you know for sure that just ain t so.     mark saw this video yesterday, but didn't share it because ""no way in hell that's real"".i was chickasaw word of the day:""shobichi"" ~ shoh-be-che = shower (v) youtubers...we tune in for the clips.nobody cares about your narration, explanation or commentary.just...stop.thanks.  fala ishto anoa nashoba..."
266,5362214,"#prayfortheworld #prayforamerica!!      heyyy, guys!! so, due to my own screw up of using an email address that was scheduled for deletion months upon months ago and now it is no longer accessible, i have had to make a new gab profile, because gab has little to no ""change your email for this account"" profile settings or features. i also stupidly didn't bother to delete my first/original (and at the time, only) gab profile because i thought i could just log back in. oh, how wrong i was! i cannot log back into my old account for the moment, but i will keep working on that.for now though, this (post written by this user/profile) will be my only gab profile/acct in the future because it is connected to a fully functional and current email address.#lt"
270,6357554,"if you search turstables sites for betting andar bahar real cash is a web-based game that began in india. it is alluded to diversely in various conditions of the country. andar bahar real cash game is one of the most loved indian games with easy game play and no restriction on the quantity of players. online andar bahar real cash is a wagering game played with real cash where a vendor bargains cards and you need to wager on either andar bahar real cash. nearly, it's another game yet at the same time, it has a reliable fan base that plays it enthusiastically and wins real cash. below we've documented a short aide on the most proficient method to play andar bahar real cash and everything about it."
271,400977,"awesome is a 3.5ft tall, black furred hamster with red eyes. he always wears his heavily augmented pilot spacesuit and carries an unnaturally big for his race laser rifle on his back. awesome is a specialist starfighter pilot, but at the beginning of his adventure was second navigator on a small passenger starship called the ims mushishi. during his very first trip on board, the vessel was ambushed by a slaver ship while still within terran space. the slavers failed in capturing both mushishi s crew and passengers, who chose to fight to the last shot in their weapons  power packs. beaten, tired and weaponless, awesome chose to retreat via one of the escape pods and somehow managed to survive for a month in outer space before reaching an unknown space station of terran origin. exploring the derelict base, awesome found his new friend alice and unknowingly uploaded her onto his wrist-mounted personal computer or pda. alice is a c.o.a.i.g or combat operation assist and information gathering ai. she sometimes bounces back between the mainframe of his starfighter called insanity, and the pda. alice looks very much like alice in wonderland since her creator sinclair mind-coded her based on this template. #scifi #characters #starshatter vasilisa is a young human woman who is not only an expert pilot and explorer but also a gunslinger. she has pale white skin, blue eyes   her long blond hair she wears braided, reaching below the waist line and is 5.5ft tall. her spacer s eva suit is somewhat bulky, but all covered with small scenes depicting her greatest deeds. one is a gunfight where she has her plasma revolver in hand, the other depicts her own space shuttle flying through some dense asteroid field, yet another depicts her pulling a coffin like stasis pod while shooting back at multiple enemies. for a spacer like her, the suit is an icon of her success and renown amongst her peers. vasilisa is armed with her father s plasma revolver and a winchester rail-shotgun that she found while exploring the wreckage of ins bremen. #characters #scifi #starshatter the flag of the terran imperial minarchythe flag's color is royal blue. standing upright in its center, is a a roaring, golden lion.  liberty or death  is written in white, above the lion's head. beneath the lion's feet, a crossed sword and an assault rifle are emblazoned in white. the flag has a dark red bordure and its fringes are green. colors and their specific symbolism for this flag:blue   loyalty, truth, vigilance, justice, and perseverance.red   power, courage, strength, and valor. the blood spilled by those who sacrificed themselves for others to live free.gold   energy, wealth, prosperity, and generosity.white   peace, harmony and purity.green   love, joy, hope, fertility, and growth.#starshatter #banner #flag #books #sciencefictionart is courtesy of antonio salmeron @asalmeron , master of"
276,3013005,"in memory...october 2000 - july 14, 2017it's been five years today, but i will never forget you. r.i.p. penny. @rippeep @littledogchick for melanoma monday.this was my good friend rosetta. she died from melanoma back in february. she was my dad's wife's dog. every holiday they would tell rosetta i was coming and she'd go sit by the door and wait for me. the second i'd get there she would greet me with a hug and kiss and a toy. easter wasn't the same without her. i always wanted to make a remembrance post for her, but didn't know how or when. since today is melanoma monday and she died from it i figured it was the best time. r.i.p. rosetta.     my mother would've been 80 today. since it is national pet day i'm going to share two pictures of her first pet dog and the last pet dog she had in her life. both of them were named penny. r.i.p. mom."
281,458316,     just joined new phone service saving 75% you can t bet that. what s going here? do you think they re amplifying the storm with the white balls looking things hitting the storm from the ocean? is this normal? do they have weather modifications in every major city? protect your family with a free medical power of attorney form pdf just get it god bless
288,40322,"pinning this, read halfway ginger festival in ireland.   let's help @handsometruth print out these flyers. he can't do it all himself. o/ this is epic and this man knew his stuff. father died, that's why i haven't been here for nearly three weeks. our relationship was volatile, there was so much pain it's nearly indescribable, i tried so hard to be loved by him. but alas i cried and cried. such a waste of my love, so very very sad. if you can, don't let things end so sadly within your family.          "
298,3825783,"matthew 3:16-17 ampcand when jesus was baptized, he went up at once out of the water; and behold, the heavens were opened, and he [john] saw the spirit of god descending like a dove and alighting on him.and behold, a voice from heaven said, this is my son, my beloved, in whom i delight! james 2:12b nkjvmercy triumphs over judgment. john 8:12 nivwhen jesus spoke again to the people, he said,  i am the light of the world. whoever follows me will never walk in darkness, but will have the light of life.  colossians 3:1 nivsince, then, you have been raised with christ, set your hearts on things above, where christ is, seated at the right hand of god. for those who have not yet heard the gospel:john 3:16 for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life romans 10:9 that if you confess with your mouth the lord jesus and believe in your heart that god raised him from the dead, you will be saved. "
299,1111134,"lamb shank dinner yum fresh burger buns!! bloody lovely!! very good link for all sports once you gat past the adds! the 'following' tab should be renamed 'following some but mainly not following and you will need to search for the ones you do follow'  chicken and chorizo rice bake with homemade herby focaccia. (i'm enjoying this baking lark) they got his full name in and mentioned he was the founder of the edl as usualeven if its self defence or the guy just collapsed with a heart attack he will still be carl's jr philly cheese double big angus burgervery good 2 flamed grilled patties, lots of cheese, bits of tender steak with onions and green peppers 8.2/10 bloody lovely tommy robinson on the lotus eaters pasta ragu by the wifey!!bloody lovely!"
300,1453941,wow!!! so it's already been a year since that day at the tulsa county courthouse...cold it was indeed...oh but that seems like a heat wave compared to how it feels today!!!     feeling & looking like christmas in february...    now for some entertainment...tread lightly and have an a1 day!
305,900192,"topic: sheep and goatswe are the sheep and goats jesus talks about topic: sheep and goats topic: the bright sunshinei think of jesus' return as looking into the bright sunshine and seeing him there, not being blinded, but actually seeing him as he is for the first time. topic: the bright sunshine topic: his natural gracegod's grace is part of his nature. we need it topic: his natural grace topic: judgment gracegod gives us bottomless grace to love, choose, revere him all the days of our life. he gives it because of who he is. yet know this, too: his grace is shown fully at the end, when he will judge us. topic: judgment grace"
320,5559305,if someone has anymore info on this please let me know. is it legit or not? some or most of it could be complete and utter shit but the rest seems truly one of the best live performances i have ever seen            
327,1742046,"and they think they're running the asylums gotta stop those exceptionals... drag everyone down to the stupidest. you called him what? Wendy Bell Radio and another example ah, a new topic folder in my meme library... not everyone makes great meatloaf, but two out of three ain t bad. lol!!! oh...that's...never mind old but still relevant meme fact checked:   true. make woodchippers great again they try so hard...but they don't know how things work.fail. why, yes.i do come with a warning label just saying maybe i'm just a cynic, but in my opinion most of us aren't going to heaven. i've never met a dog, though, who wasn't. Wendy Bell Radio somehow, the teachers always omit mentioning the people vlad impaled were muslim invaders... and blamed for those farts, too. but who's your daddy?we know it's not bill, since he's sterile from mumps. this psa brought to you by the second amendment even now.we're waiting, pam. i can't verify, but it seems like something she'd say remember when mlb had that whole ""juicing"" thing. they put *** next to the records and awards.same should be done for faggots competing against females. put their ass te risk think watching a tennis game... how ""reggie"" became tankauthor unknownthey told me the big black lab's name was ""reggie"" as i looked at him lying in his pen. the shelter was clean and the people really friendly. i'd only been in the area for six months, but everywhere i went in the small college town, people were welcoming and open.everyone waves when you pass them on the street.but something was still missing as i attempted to settle in to my new life here, and i thought a dog couldn't hurt. give me someone to talk to. and i had just seen reggie's advertisement on the local news.the shelter said they had received numerous calls right after, but they said the people who had come down to see him just didn't look like ""lab people,"" whatever that meant. they must've thought i did.but at first, i thought the shelter had misjudged me in giving me reggie and his things, which consisted of a dog pad, bag of toys almost all of which were brand new tennis balls, his dishes, and a sealed letter from his previous owner. see, reggie and i didn't really hit it off when we got home. we struggled for two weeks (which is how long the shelter told me to give him to adjust to his new home). maybe it was the fact that i was trying to adjust, too. maybe we were too much alike.for some reason, his stuff (except for the tennis balls   he wouldnt go anywhere without two stuffed in his mouth) got tossed in with all of my other unpacked boxes. i guess i didn't really think he'd need all his old stuff, that i'd get him new things once he settled in. but it became pretty clear pretty soon that he wasn't going to.i tried the normal commands the shelter told me he knew, ones like ""sit"" and ""stay"" and 'icome"" and ""heel,"" and he'd follow them   when he felt like it. he never really seemed to listen when i called his name   sure, he'd look in my direction after the fourth or fifth time i said it, but then he'd just go back to doing whatever.when i'd ask again, you could almost see him sigh and then grudgingly obey.this just wasn't going to work. he chewed a couple shoes and some unpacked boxes. i was a little stern with him and he resented it, i could tell. the friction got so bad that i couldn't wait for the two weeks to up, and when it was, i was in full-on search mode for my cellphone amid all of my unpacked stuff. i remembered leaving it on the stack of boxes for the guest room, but i also mumbled, rather cynically, that the ""darn dog probably hid it on me.""finally i found it, but before i could punch up the shelter's number, i also found his pad and other toys from the shelter. i tossed the pad in reggie's direction and he snuffed it and wagged, some of the most enthusiasm i'd seen since bringing him home. but then i called, ""hey, reggie, you like that? come here and i'll give you a treat."" instead, he sort of glanced in my direction   maybe ""glared' is more accurate   and then gave a discontented sigh and flopped down.with his back to me.well, that's not going to do it either, i thought. and i punched the shelter phone number. but i hung up when i saw the sealed envelope. i had completely forgotten about that, too. ""okay, reggie,"" i said out loud, ""let's see if your previous owner has any advice.""continued"
328,775102," i'm not bitching about the system not working, i'm bitching about you bitching that the system is not working. i'm not the one demanding that everyone else fix a system that no longer works for them while scratching my head on why that system is not working. still not an explanation of how and why you're a retarded boomer. so now explain to me how you're not a retarded boomer? yep that's me. didn't deny that i said that. i'm on x for anyone that wants to follow me there.  they're back on odysee. this is the coloring page for everyone to print out for the coloring contest for the 4-20 stream. you can take a picture of your coloring job and send it to me in a message on gab or twitter/x or post a picture of it on my community page on odysee.the deadline to send it in is april 20th at2:00pm est to get it shown on the 4-20 stream.links to my social media:gab: suggestions on how to print it out if you don't have a printer.you can download the image onto your computer and then put it on a thumb driveand then take it to a ups store to get it printed out, most ups storeshave a self printing station that you can print things out yourself sono one will see what you are printing out since you will not be giving itto another person to print it out for you, if you do not have a thumb driveyou can email it to yourself and then open the email on the self printingstation computer and print it out from there.there's also other places that have a self printing station other then ups,also you may be able to print it out at a public library as well, also somehotels will have a copy and printing station as well.you can also digitally color it as well, you can download a free version offirealpaca which is a very basic simple program to use for digital coloring this is the coloring page for everyone to print out for the coloring contest for the 4-20 stream. you can take a picture of your coloring job and send it to me in a message on gab or twitter/x or post a picture of it on my community page on odysee.the deadline to send it in is april 20th at2:00pm est to get it shown on the 4-20 stream.links to my social media:gab: suggestions on how to print it out if you don't have a printer.you can download the image onto your computer and then put it on a thumb driveand then take it to a ups store to get it printed out, most ups storeshave a self printing station that you can print things out yourself sono one will see what you are printing out since you will not be giving itto another person to print it out for you, if you do not have a thumb driveyou can email it to yourself and then open the email on the self printingstation computer and print it out from there.there's also other places that have a self printing station other then ups,also you may be able to print it out at a public library as well, also somehotels will have a copy and printing station as well.you can also digitally color it as well, you can download a free version offirealpaca which is a very basic simple program to use for digital coloring the infamous cartoon that appeared on the eagle's nest stream"
335,6488751,"medical assistance in dying.....m.a.i.d. has made me most angry asit is another expression of extremist terrorismfrom the medical narcissistic-personality-disorder-cult.i recommend that medical practitioners be stripped of powerswhich allow 2 physicians in collusion to determine any person's fate.in the case of lawful death from physicians let such power be determinedby no less than 21 physicians in unanimous agreement and it be fully publicized. time to cut out the medical contamination crap.....beginning with hepatitis a-today i was asked to inject insulin which i observed to come out of a nurses personal coat pocket.i said no, because of potential contamination.they insisted, so i threw the insulin pen into the garbage.another nurse fished it out of the garbage can and then offered it again, pardon me, demanded that i take an injection from a product taken from a garbage can.i said no, they insisted.therefore i broke the pen in half and dropped it on the floor.for this security was called and i was forced to take a double dose of unnecessary medication plus a dose of ativan or be strapped down and injected against my will as before when i crossed a red line marked on the floor as a boundary set against freedom.these people are fools!!!and how is it that my id tags go missing every night?answer that from a fool. transfer of property and control of real wealth.....via misuse of medical legislation and policy?how easy is it for anybody to liein order to capture an ownerand seize control of assetsby using the power ofgod-complexedphysicians?"
336,942187,all-new puppetics! enjoy and @foxgibsonagain @floydpink @camponi @alane69 @putnamc @lars_lindemann @deckapedon @ozzybonhalen @riustan @papillon_life @thegreatcodeholio @aurman7 @azwolf @intolerant @warnerl86 @sleepy_eleven @strhon2016 @stephenm85 @pennyone video: all-new @puppetics episode (#18)! please enjoy and @prolibertyamerican @viper1 @berkesch @dakotamoonbeam @clo @addlepated @cajundad @freeintx @andystorrie @archangel1111 @stephenm85 @zoeythekid @toxicwhitemale666 video: all new puppetics (postponed release from last week)! enjoy & @kunkle-t@dannyh @elledailey @getajobucommie @allthumbs @freedomseeds @4freeitsfree @aqv21 @fatfingr1 @doxymom2@fa355 @charlesxx @torchntaz @sarcasmdecaffeinated @kamileqqq @bluegood @sarah1006 @seaknight@gabfed.com @stevedietrich @bostondave @zoiks @ja37 @devoved video: all-new puppetics! please @broncogary @mbw58 @pcsreasy @guns4hire @gungirl18 @telegramformongos @neognosis @pete752 @jeanns @number-six @thetompree @golfines1960 @treach @thx451 @laurelcatherine @soprano @voltach all-new puppetics! merry @hula121 @voltach @persuader @legendarycollektor @sarah1006 @foxgibsonagain @kollins @pryyour3rdeye @turtle2u @betternot2know @ratinyourboot @nicholassetters
351,96194,"i believe the galactic center, currently at 270 sagittarius, should be noted in a chart. it was only located in 1958, by its emission of gamma rays, and only moves 10 in 72 years, far slower than any planet, so its interpretation should be considered speculative, but it s the biggest mass out there and can't reasonably be ignored, particularly when asteroids and other space rocks commonly clutter a chart.in my natal chart it opposes a couple planets in gemini and is part of a grand sextile in fire and air signs. what does that mean? i don't know, can't be expected to, and nobody else knows either, but until it's common to place it in natal charts it can't easily be researched.      reporter matt taibbi hints at big story: did the biden administration spy on trump s 2024 campaign also?     "
352,5229968,"here's one i liked when i first saw the snes released in the usa. i remember video rental stores and even grocery stores rented the snes at the time. also the games of course. i remember trying out the snes and renting it, or rather, my mom did since i was still young at the time, and i tried out final fight, u.n. squadron, and sim city. today, i can barely be bothered to try a game that even has complex menu systems lol not because i'm stupid, but because as i got older i just didnt wanna play complex games any more, i put my time in with all that for 30 years. i want simple now! but sim city was a great game back then on the snes and it still is today. sure, if you use the money cheat in the game, it's fun.. for a while.. until you realize you can build anything you want and that zaps the fun out in a few hours. pick one: here's another one i liked back then. it's based somewhat on the arcade version, but i like this version better. i know most people like part 2 the best, but i still prefer part 1. i think the music is better in part 1, too. part 1 has more of a late 80s, early 90s movie feel to it. more gritty. no enemies that are too off the wall like in part 2. part 3? is a turd to me lol. i dont like part 3, i dont like how the characters look. a few of the locations arent too bad, but overall, i dont like the music or graphics in part 3. pick one: pick one: we havent done ""pick one"" in a while. let's do it!pick one:"
354,2151842,"all images and other copyright-protected works featured in this gab, unless otherwise noted, are either in the public domain or are used in accordance with section 107 of the copyright act (fair use). for more information on fair use, see and original content (a post or comment written by me) is considered my intellectual property. all reposted content (excluding comments added on by myself) is the property of the original authors.i am not responsible for the content of any account that i follow, nor does my following an account imply an unqualified endorsement or approval of all of its content.don t like this? leave this page, go back to your safe space on twitter--while you still have one--and whine over there."
357,6393538,"jesus christ is king of kings, and lord of lords.""he who testifies to these things says, 'surely i am coming quickly.' amen. even so, come, lord jesus! the grace of our lord jesus christ be with you all. amen."" revelation 22:20-21"
364,994798,"please note family, friends, social network....! please be advised that my official web site is now bera: about me, my workshops, exhibitions and internet consultation works. portfolio all my works in photography and videography, as well as my channels in french and english: le chemin et the path an studio my commercial page where you can purchase my books and photo albums, casual everyday apparel and finally, high resolution prints of my best photographs! #bera #photos #video #multimedia"
368,4249363,"@kekromancer it didn't end well for the family behind abolishing school turning and turning in the widening gyre the falcon cannot hear the falconer;things fall apart; the centre cannot hold;mere anarchy is loosed upon the world,the blood-dimmed tide is loosed, and everywhere the ceremony of innocence is drowned;the best lack all conviction, while the worst are full of passionate intensity.surely some revelation is at hand;surely the second coming is at hand. the second coming! hardly are those words out when a vast image out of spiritus munditroubles my sight: somewhere in sands of the desert a shape with lion body and the head of a man, a gaze blank and pitiless as the sun, is moving its slow thighs, while all about it reel shadows of the indignant desert birds. the darkness drops again; but now i know that twenty centuries of stony sleepwere vexed to nightmare by a rocking cradle, and what rough beast, its hour come round at last, slouches towards bethlehem to be born?w. b. yeats @bubettesalam  "
