,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
42592,42592,1010394,corwin155,2019-03-03T16:59:08.000Z,#menwalkaway radical centrist humanist free speech absolutistintp white male bachelormgtow supporterpro life / anti vax spiritual not religiousanti-marxist/fascist anti-global government freedom supporter#menwalkaway,206,250,27780
42597,42597,1085933,MADAGAIN,2019-04-24T02:21:06.000Z,"old stock canadian white colonialist boomer .. i seen a loser win and a sad man grin , i heard an honest man lie ** no trains please !",1884,108,25607
42605,42605,113461,PrayerforSerenity,2016-12-09T16:44:56.000Z,"""once people stop believing in god, the problem is not that they will believe in nothing; rather, the problem is that they will believe anything."" ~ c. s. lewis",2735,752,91209
42632,42632,1044113,CatwomanMN,2019-03-14T13:23:13.000Z,"minnesota patriot! proud patriot, freedom lover, protector of little ones, law & order, 2a, 1a, constitution=100% freedom, under minnesota tyranny#trumpwon2020 #wwg1wga #backtheblue #lawandorder #trump2024 #timwalzisatyrantantifa are terrorists #americafirst #nofakevax#q #j6hostages #pelosiplannedj6",730,905,6841
42635,42635,101571,jonrappoport,2016-12-02T21:05:18.000Z,free-lance investigative reporter for over 35 years. nomorefakenews.com since 2000. same handle on substack and twitter. subscribe: free email list:,7253,700,2604
42884,42884,1013099,verystern,2019-03-04T15:18:31.000Z,eternal vigilance is the price of liberty.think for yourself. question authority.wwg1wga!mia/pow never forget.,313,304,8451
43054,43054,1093976,convictedcowtipper,2019-05-04T07:02:11.000Z,"wwg1wga, usaf, tcto manager, glorified f4d technician manual librarian avionics section f 4 d, usaf reserve, intel winnie, army national guard, s 2 shop, then wheel mechanic oms 10, then went legs, rto, then m60 gunner, to team leader to squad leader, closing out my miltary experience as platoon daddy for battalion motorized scouts, my fire arms at the end was a 45 colt and a m40...",705,873,6721
43706,43706,1105493,1219patrickm,2019-05-13T00:26:37.000Z,my pronouns are: told/you/so constitutional conservativeclassical school of economics: limited governmentthe us is a constitutional republic and thankfully not a democracy.to the flat earther's show me one scientific peer reviewed paper.,146,103,139
43820,43820,108989,MadMonk,2016-12-07T08:08:58.000Z,"""if liberty means anything at all, it means the right to tell people what they do not want to hear."" - george orwell",268,465,2099
44133,44133,1068587,TrueSoulution,2019-03-31T05:47:40.000Z,christian minister; ethnic jew: /messenger/teacher/servant of god his christ our lord and his holy spirit,2100,2284,15974
44948,44948,1075670,BlinkForward,2019-04-09T21:49:15.000Z,liberty minded free thinkerprogrammer and musicianfree hk twdown with nk & ccpcan i shit post here?,22,73,293
45112,45112,1061525,foundring,2019-03-24T14:16:06.000Z,musician/logophile/free thinker,883,68,556
45148,45148,1028430,BadGoy95,2019-03-09T21:32:32.000Z,"new to gab. yes, i am the wewuz_kangz from bitchute. anyone else claiming to be is a fraud.if you wish to support the channel, please donate to one of the following:xmr: 87zfqgkf9fcutcmzcieejhduek67fnptm6xsazesv6buw8uxy9oemvcqqdtopnhhinkfxwi3nqssd7utdzts6sq3vjijcneother crypto addresses:",336,272,1994
45173,45173,1155997,Northern_Home_Southern_Soul,2019-07-07T20:53:59.140Z,"american born and raised. i hate leftist and all they stand for. .truth is all i seek and seeking/speaking the truth in all things is why i'm here. .please note, just because i may post things or connect dots that some wackos deem racist/ sexist/ anti-semitic/ islamophobic / homophobic / etc... that dosen't mean i'm any of those things. those labels were invented to censor discussion & attack with nonsense, instead of a reasoned response or debate.",1011,130,8967
45219,45219,1182259,Eiji_Kishigami,2019-07-13T15:36:04.793Z,relatively based takes on peripheral issues,34,55,230
45270,45270,1026417,curvycom,2019-03-09T04:31:32.000Z,i'm just a guy...,35,52,1125
45374,45374,105016,RavenKing,2016-12-06T23:37:16.000Z,"pronouns: kill/er. poyb 3 , :ak: constitutionalist, 2a freedom practitioner. competitive shooter: 3-gun/nrl/prs/uspsa/ipsc. motorcycle fanatic, musician, classic literature, wannabe poet, collector of old manual typewriters. cat whisperer. fan of the old ways. #christisking #poyb #fren #pureblood pro-#paralleleconomy . psalm 4:3. arizona",639,299,7161
45446,45446,1046256,Dromas,2019-03-15T03:27:14.000Z,"professional cyber viking. i ve come to raid your castle posts, conquer your beautiful vista pictures, and steal your anime wifus!",191,119,10585
45495,45495,101334,Pip,2016-12-02T08:08:22.000Z,"""the only sensible way to live in this world is without rules"" when you live hard, played hard and it's time to slide into that 6ft pit you're still hollering ""man that was some ride""",1453,504,96415
45526,45526,1148841,VadaBackman,2019-07-01T20:41:31.000Z,"huge trump supporter. i oppose open borders & illegal immigration, & the insanity from the left along w/ the deep state. i have always been grateful to be an american and am extremely grateful to be married to my first & only love w/ two grown children & five grandchildren.",140,42,4597
45600,45600,1137226,Qzillian,2019-06-18T16:58:47.000Z,"american patriot, gardener, gearhead, biker #wwg1wga researcher turned to home gardening to relax, supply food due to foreseen supply shortages & to repair my health. i like to share my experience in hopes of helping others do the same. contact philly369garden@protonmail.com",98,206,981
45712,45712,1165935,LPBaron,2019-07-10T17:05:07.512Z,"senior catholic missionary, knight of columbus (4th degree) author, founder, pro-bono spiritual direction, pro-bono it consulting for christian projects. (english, portugues, espan ol, italiano: )",63,45,90
45806,45806,106573,AlColes,2016-12-07T00:50:27.000Z,,1452,443,8562
45845,45845,1048893,Xoxlova,2019-03-16T00:46:57.000Z,"retired american physician, christian patriot, author of sparky: surviving sex magick and angels over moscow. reformed maternal/infant healthcare in ussr. ran underground railroad for trafficking victims in russia for ten years. the header pix is one of our billboards against human trafficking in moscow. mom of two with four cheeky grands.",2216,424,10862
45864,45864,1129542,LynBH,2019-06-09T18:54:36.000Z,"devoted wife, mother, and grandmother of a beautiful baby girl! i am a follower of jesus, he is my lord and savior. anon and constitutional christian conservative. may god bless and protect our great real potus, military, nation and her citizens. i love our country! we are all in this together friends! #kek #savethechildren #godwins i do not use the chat feature on this site.",1543,140,43365
46023,46023,1132836,Alderamin,2019-06-13T12:02:08.000Z,"no party represents us, representative democracy is dead.if i always looked on the bright side of life, i'd go blind.socially conservative, economically distributist. native technobabble speaker.ip's priorities are inverted; it does not protect moral integrity.switch to a unixlike os, cut soy and corn syrup out of your diet.aliens are already here, have been here for a long time, and more of them are showing up soon.i recommend reading this:",200,91,3928
46065,46065,1066572,Snagsby,2019-03-28T21:32:57.000Z,"tu ne cede malis, sed contra audentior ito.",267,259,2753
46105,46105,118351,mindheart,2016-12-12T01:02:41.000Z,"once a computer engineer.for six years, i was a happy hermit living in a tiny house in oregon, rewilding a grazed-out horse meadow and turning it into a beautiful food forest.now i have to move because the owners of this place don't like my conservative, unvaxxed self.see the top pinned post for more.thank you!",749,1010,261
46798,46798,1076920,Disciple777,2019-04-11T14:42:07.000Z,deus vult,652,300,23736
46928,46928,11722,finestcuts,2016-09-10T08:55:06.000Z,"not new here but haven't been an active user. here to learn from and support freedom loving people, ready to stand for liberty. i follow back.",4409,5456,476
47030,47030,1083080,Blugill67,2019-04-18T20:35:26.000Z,,1772,1182,19307
47166,47166,1037706,4you,2019-03-12T19:25:34.000Z,,79,276,328
47725,47725,1104168,LukeOfTheDesert,2019-05-11T18:35:04.000Z,,218,245,2536
47913,47913,11460,Intuitive_Barbie,2016-09-09T20:46:16.000Z,"~all over the map~can i use the ""c"" word now? we live on a prison planet; open wide your eyes avid player of hunger games - valaki keeps pushing forward, don't matter the pain.fluent in emo jii hate your 7 pinned gabs.save your children!!!",2193,1437,57394
47948,47948,11502,goingsunny,2016-09-10T00:13:47.000Z,...,324,423,192
48476,48476,1079893,Golfflog4,2019-04-13T22:38:42.000Z,,923,683,20934
48653,48653,11760,DannyH,2016-09-10T11:01:10.000Z,striving to make life more like a beer comercial,3248,2993,5588
48905,48905,1082931,BHmathmetician,2019-04-18T16:04:47.000Z,"math nerd, spreadsheet guru, financial models, truth seeker, end the fed.",306,133,11226
48914,48914,1046084,Lordgriffen2019,2019-03-15T01:46:10.000Z,"i don't want trumptards,magafags,shabbos goys or jews following this",401,69,16474
49318,49318,1071767,cyberxspeed,2019-04-04T14:16:50.000Z,"sinner saved by grace through faith. part-time nerd/geek. a rabid fate grand order player. jrocker. ""be watchful, stand firm in the faith, act like men, be strong. let all that you do be done in love."" - 1 corinthians 16:13-14 ""a fool takes no pleasure in understanding, but only in expressing his opinion."" - proverbs 18:2",176,348,2828
49325,49325,1177313,GJPhilip,2019-07-12T01:28:01.234Z,just out of jail for civil rights activities.straightfollower of christhusband of one woman.not a white supremacist (sorry),1219,690,6877
49343,49343,1111134,Willian_Blake,2019-05-18T06:58:18.000Z,"unburdened by what has been!! ex english pat living in new zealandhusband father grandfather ugly, stupid, poor people should not be allowed to have children. alan b'stard from the new statesman",492,791,9196
49490,49490,113170,Freyja,2016-12-09T07:49:30.000Z,the nazi next door,1204,241,5351
49630,49630,1034264,Somerset,2019-03-11T21:20:20.000Z,,490,42,26295
49678,49678,1154118,Nikki_Butler_Part_2,2019-07-07T03:57:00.561Z,"pro-white, nationalist, anti-sjw, pureblood and unapologetic atheist.""whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it, and to institute new government""-------------for legal purposes, all posts and content produced by this account do not necessarily reflect the views of the account holder.i do not condone any unlawful acts or unlawful violence of any kind.",131,134,2034
49922,49922,1124464,CullenBohannon,2019-06-05T20:34:30.000Z,"you respect women, you take your hat off at the table, don t never start a fight, don t run from one neither, forgive, forget, speak true",52,71,413
50613,50613,1111618,SIMIZDAT,2019-05-18T20:19:44.000Z,"stolen elections have catastrophic consequences. de-corporatize and de-fagat yourself from the degenerate clown world. build the parallel economy. we believe in the constitution. they shit on it. decentralize power, bust-up academia, & msm, defund community organizations. teach the bill of rights. be ready because they are coming for your life. enemies in war, in peace friends. ephesians 6-12.",571,641,3348
50634,50634,1059734,Solweig,2019-03-22T11:31:50.000Z,"on gab only, nowhere else! 'follow you, follow me' thing should not be mandatory anywhere on 'social medias'. only posts, comments, so 'contents' should matter! :) it is no measure of health to be well adjusted to a profoundly sick fr society. somewhere in time, before the year 1717, and after the year 1717... in .",17,17,22915
51078,51078,1057316,SamiSosa,2019-03-20T15:31:49.000Z,"wife - mother - americanwe the people always we are many, we are strong, we are america!",211,303,431
51162,51162,1050474,Joey_Linoleum,2019-03-16T21:08:50.000Z,"peace, love, dope...and cars, old cars...and gold and silver...and boobies...gotta have the boobies.",227,248,1382
51438,51438,107048,Hard,2016-12-07T01:35:10.000Z,"ad hominem attacks is low iq territory. people with high iq do not debate or discuss points with ad hominem attacks. if ""faggot"" and ""retard"" is one of your go to responses to what people have to say, sorry but you are just as low iq as any ""nigger."" watch any christopher langan debate and he never resorts to ad hominem attacks.",329,311,4387
51558,51558,1147636,SalamAhmed,2019-06-30T04:13:44.000Z,i am a guy who love komputers and kosmos uhh and biology.,72,176,725
51877,51877,1147129,PatriziavonderLahn,2019-06-29T15:19:18.000Z,"freiheit als belohnung fu r gehorsam ist keine freiheit, sondern dressur.-birgit kelle-jeder dumme ist fest u berzeugt.jeder fest u berzeugte ist dumm.-baltasar gracia n-",375,87,24200
52229,52229,1119247,Skyecharm,2019-05-29T03:15:36.000Z,"tip: use gab as a hashtag search engine by editing this url: & auzzie patriot ""the lack of your best hurts everything.""are you doing your best to educate your friends, family and colleagues on the massive hidden deception by the corporate media & powerful elite who influence how most people think?",205,164,3723
52456,52456,1148013,altopinions,2019-06-30T18:12:21.000Z,"""on the jews and their lies"" by martin",250,304,4649
52481,52481,1073114,SheenaParks,2019-04-06T01:05:32.000Z,,569,270,3941
52685,52685,1092628,robertedson,2019-05-03T15:20:11.000Z,,301,692,3234
53284,53284,1098860,AlGorbachev,2019-05-07T13:24:42.000Z,"""the frens justify the memes"" series on telegram, odysee, rumble, bitchute, gabtv, clouthub and youtube!",946,656,1210
53583,53583,1117982,Gift_ofthe_Gab,2019-05-27T11:18:06.000Z,,344,368,2733
53808,53808,1076446,islamonaused,2019-04-11T00:34:53.000Z,[islam ... a mind/soul/spirit virus ]. [islam ... a hate group ].[islam ... not a religion ].(and thereafter you get an anal injection from your allah five ((5) at least) times a day for life ... usually includes extras from your imam - guaranteed). another jew created soul control scam !!! [a caucasian's private account ... no new followers],12,21,1543
53977,53977,10462,SecularBlasphemy,2016-09-06T20:36:34.000Z,"right-wing. catholic. i enjoy tech, gaming and culture wars. pro-white, pro-everyone.please note that if you followed me because of my catholic sentiment, the opinions i have in addition to that will likely set your hair on fire.",492,284,7085
54068,54068,1133591,Ghis1964,2019-06-13T22:13:46.000Z,,321,266,26130
54179,54179,111412,WitnessTestimony,2016-12-07T21:01:41.000Z,fear the lord and depart from evil. it shall be health to thy navel and marrow to thy bones.,380,382,4258
54357,54357,1115753,RealRussellJones,2019-05-24T06:42:33.000Z,"*private account*just a normal guy surviving the day and make things what may be consider impossible, possible.",15,68,221
55071,55071,118240,Alice_F,2016-12-11T22:54:53.000Z,"ethno-european nationalist, advocate of all sorts of nationalisms against globalism i am meme maker, constant learner and conservative woman of swiss ethnicity. i am against jewish supremacy, cultural marxism and modern days toxic feminism that destroys the lives of women and kills our birthrate. i want here on my page open-minded people from all groups: pro/anti christianity /islam /religions, pro /anti trump/putin/hitler, all people of any ethnic group who oppose the white-genocide project",3458,141,7534
55118,55118,1049328,Surfingranny4DJT,2019-03-16T05:43:00.000Z,"trump supporter, conservative christian, widow, mother, grandmother, great-grandmother, at 85 yrs young! independent, outspoken. kicked off both twitter & fb for posting truth that they called 'hate speech'. please... f word not allowed!!",3926,1998,70691
55713,55713,1014426,Saftgold,2019-03-04T20:47:36.000Z,"fo rdert was der freiheit dient, zerschmettert was ihr schadet"" - 1affe",165,190,3886
55960,55960,117051,Asymmetric,2016-12-10T22:02:11.000Z,out of balance at this time!,192,287,3790
56524,56524,1121386,Kamikaze_Raven,2019-06-01T03:38:40.000Z,", ; ,",127,181,2541
56590,56590,1069078,WhitePeoplePress,2019-03-31T23:27:33.000Z,non-political and family-friendly publisher of books and,587,255,204
56909,56909,109683,Blueblood,2016-12-07T11:36:53.000Z,georgia southern sports fan.,23,54,328
56945,56945,1105764,BC_Man,2019-05-13T09:39:21.000Z,account no longer used. please see,505,620,5230
57027,57027,1098897,jbrayali,2019-05-07T13:54:45.000Z,,42,318,522
57068,57068,1153097,WeimarAmerica,2019-07-06T20:22:29.692Z,"hitler wasn t evil and national socialism was extremely successful, and was a family oriented, altruistic system , which eliminated debt slavery and the influence of the jewish banking cartels. the war was against germany mainly because of their economic and social transformation. we live in a degenerate age that is sold as progress. this is not progress. original gabber since 2016 with new account. homesteader / prepper / outdoorsman / white nationalist",2961,333,25848
57384,57384,1089595,EmperorHusband,2019-04-29T15:13:54.000Z,"care about the continuation of your own people you share a history and culture with. dont let them tell you you're a hater because you love your own. don t listen to cucks and anti-whites. european peoples are beautiful, resourceful and unique. preserve european people.",1408,561,3198
57413,57413,118057,ctwatcher,2016-12-11T20:01:22.000Z,"""get off your ass and take your country back."" unknowni'm in co where malfeasance is running mad, i voted president trump for not being a politician, knew it the moment he said he was running. i will vote for him again unless he murders someone. knowledge is freedom.",2059,1122,46105
57428,57428,1159030,davistrip,2019-07-09T09:56:25.762Z,the light of liberty across the world,85,124,151
57651,57651,115585,SmailsGroyper,2016-12-10T12:39:18.000Z,noticing things and #boomerposting.teetotaling since 12/4/20. does that make you mad?,1585,778,813
57684,57684,1066386,RealThug4Life,2019-03-28T18:29:59.000Z,,69,132,138
57776,57776,103746,potboys,2016-12-06T22:44:45.000Z,alien mmxxv #canadafirst #americafirst #ukfirst,11069,6302,802
58058,58058,102679,AllTogetherNows,2016-12-06T11:16:48.000Z,"""in a time of universal deceit, telling the truth is a revolutionary act."" - george orwell. conservative for trump.follows and posts are for personal entertainment only. i do not vouch for the veracity of any content.",7847,8075,21019
58239,58239,113858,jroddakota,2016-12-10T05:14:34.000Z,,676,298,92
58648,58648,1117609,mrsbirdieb,2019-05-26T21:54:28.000Z,confessional christian constitutional conservative small family business owner:,2006,2377,4575
58837,58837,1048799,wcloetens,2019-03-15T23:57:08.000Z,"those who make conversations impossible, make escalation inevitable.",1220,367,22784
60763,60763,1063039,FNS369AndEihwaz,2019-03-26T11:56:07.000Z,"saxon heathen, american, survivalist.there is no knowledge that is not truth. there is no truth that is not power. if you arent winning with the truth, it has no power, so its not really winning.",253,139,10362
61320,61320,102358,Uniquornity,2016-12-05T12:34:44.000Z,christian. apologetics. internet marketing. husband of one and father of two beautiful daughters.,490,1162,388
61389,61389,1007927,eggs0ul,2019-03-03T01:18:12.000Z,"""just because it's in print doesn't mean it's the gospel."" - michael jacksonpro-brexit populist, minarchist, classical liberal.",479,868,12434
61935,61935,104926,polomare,2016-12-06T23:34:27.000Z,"bio edit: rumors of america's death have been greatly exagerrated! #maga #mahain the words of don jr., ""this white house is fire!"" former bio below:persecuted twitter refugeei support #flexit #texit and any other us state's efforts to tell the current administration to take a hike.america has been mugged and left to die in the middle of the street by democrat leadership. biden is an illegitimate, compromised fraud.----the ""vaccine"" is the virus.",1164,817,22906
62040,62040,1037584,aefirestone,2019-03-12T18:47:23.000Z,"i am a zoomer, christian, artist, and writer that loves art, literature, video games, and hates politics and cringe. proud virginian :confederateflag: pure bloodowner of storyteller administrator of virginia news gab groupmostly post stuff on weekends.",520,92,8694
62404,62404,102738,Allegory,2016-12-06T15:42:21.000Z,"""all censorships exist to prevent anyone from challenging current conceptions and existing institutions."" - george bernard shawviolence is the supreme authority from which all authority is derived.",56,121,621
62751,62751,1007244,indiffrrent,2019-03-02T22:17:31.000Z,i love canada and all its patriots!,95,114,267
62756,62756,1102034,MamVPapillon,2019-05-09T19:11:27.000Z,,1007,663,47618
62955,62955,1036385,LonnyWedell,2019-03-12T08:37:44.000Z,"god, family, & country #livefreeordie #istandwithisrael #socialismsucks a slave depends on others, a free man can do the job alone. left facebook by choice life banned by twitter",170,318,520
63394,63394,1028252,TrueDepth,2019-03-09T20:18:01.000Z,"pro freedom for real americans :us:we must defend ourselves from jewish elitists and deport all recent 3rd world invaders and anchor babies!!hitler told the truth in his speeches. listen to them and judge for yourself.right values such as family, what's good for our children, honor, strength, honesty, competition, private property, and free markets without jewish charging interest on money and other schemes.insulting and namecalling are not valid arguments and mean you lost",314,330,14195
63916,63916,1084149,paulmuaddib61,2019-04-20T16:15:44.000Z,,639,741,676
63960,63960,1038186,Wuffings88,2019-03-12T23:01:13.000Z,i'm a fanatical national socialist and odinist ! ns- skin head. nslf-,238,205,1955
63961,63961,1142777,sonsoflibertymedia,2019-06-26T01:08:34.000Z,,544,62,17680
64188,64188,1147346,JHGuillot,2019-06-29T20:33:15.000Z,i am #catholic #christian #catolico #prolife husband and father of 3 kids i #followback #catholicgabsuscribe to my channel of youtube: me on twitter:,302,290,3450
64315,64315,1014080,mellyrn,2019-03-04T19:20:05.000Z,"internutter 3rd classlooking for a ""trans"" person who has never had childhood vaccinations",192,160,3802
64694,64694,1108976,TheEvilNick,2019-05-16T15:20:59.000Z,,216,218,7747
65617,65617,1135574,LeandraJ,2019-06-16T08:38:57.000Z,"faith: born again christian/devout follower of the bible. family: former homeschool mom of 3 successful, god-fearing sons. freedom: pro constitution, guns/life/speech. former cancer researcher, knit, crochet, art (draw, watercolor, oil), keyboard, bible study, prayer warrior",503,543,377
65841,65841,1002123,inthe303,2019-03-01T21:52:51.000Z,"...tyranny must be fought to retain freedom...#1776 the people cannot be all, and always, well informed. the part which is wrong will be discontented, in proportion to the importance of the facts they misconceive.",490,157,2199
65848,65848,104423,AaronMagro,2016-12-06T23:16:10.000Z,"former everything. current nobody. loved by very few, hated by most and i like it that way.veteran living with radiation exposure from #k2 #uzbekistan. degree in exercise and sports science and nutrition. follower of jesus christ.rev 3:9censorship is the tool of those who have the need to hide actualities from themselves and from others."" - charles bukowski",510,97,4235
65860,65860,114672,VKEvilution,2016-12-10T08:14:48.000Z,"truck driver, pc gamer, wrench monkey, interested in all things explody and buzzy.@vkevilution:social: 9gag, funnyjunkgame: steam, epic, gog, battle.net, windows/xbox live",219,158,2153
65871,65871,117198,BlackPilled,2016-12-10T23:46:12.000Z,your trusty flashlight for the dark corners of the internet.,53909,201,1767
65910,65910,1059292,__autistic4life,2019-03-22T01:02:30.000Z,"have much to say, but don't say much. chronic reposter, meme hunter. high functioning autist. guaranteed to be inappropriate, literal, attempted restrained shit talker, most likely will let my aspie flag fly. please stfu re: grammatical, spelling, inaccurate memes meant for satire. idgaf anymore. by now, everyone knows autocorrect, should be fluent in slanglish, are able to figure it tf out & comprehend the jist, you know wtf i mean/meant, & no, there's no stance. if it makes me laugh, i post.",1036,486,38087
66009,66009,1022085,RWE2,2019-03-07T04:36:51.000Z,"love truth, justice, peace and freedom. oppose war, terror and regime change. reject the one-dimensional left/center/right universe. put humanity above ethnicity, openness above ideology, and people above profits. i value constructive dialogue and seek out common ground.",451,368,15251
66091,66091,1054351,TheEndOfEverything,2019-03-18T19:30:57.000Z,"resistance to leftism, liberalism and multiculturalism is never futile. it's natural. my youtube channel:",425,375,2029
66250,66250,101527,SimonDK,2016-12-02T18:50:07.000Z,the smallest minority on earth is the individual. those who deny individual rights cannot claim to be defenders of minorities. ayn rand,223,225,7168
66277,66277,115278,BoaPeep,2016-12-10T11:28:12.000Z,"a sheep, lost in clown world. may the wool be removed from my eyes, by the shepherd be found.",434,442,1217
66550,66550,1064704,READER59,2019-03-27T16:01:29.000Z,"doesn t matter my sex, my age, my ethnic background, my net worth, my hair color, my height or weight, my marital status, my religion or lack thereof, my health status, all you need to know is in what i write....that is how i make assessments of you.",48,84,1839
66678,66678,1051061,mondroneking,2019-03-17T04:31:12.000Z,northern neighbor to the greatest country on earth. proud supporter of the greatest document ever written - the united states constitution.recently reformed libtard and fake news hater...thank you president trump,28,98,420
66862,66862,104529,Ramstein13,2016-12-06T23:20:15.000Z,trump is your president,1819,1574,11360
67094,67094,1092483,JimmyLiberty1776,2019-05-03T13:24:21.000Z,"just a conservative boy living in a commie democrat world. pronouns: what/the/fuckinterests: god, pitbulls, guns, freedomanti-vaxx af",86,234,916
67100,67100,1148315,Buddy53,2019-07-01T04:27:30.000Z,,316,422,3973
67127,67127,116852,MrEyesonthelies,2016-12-10T20:03:49.000Z,"""what is freedom of expression? without the freedom to offend, it ceases to exist."" - salman rushdie",44,96,508
67135,67135,111325,FranklinFreek,2016-12-07T20:11:31.000Z,"the way to whip an enemy is to ""git 'em skeered, and then keep the skeer on'em."" - nathan bedford forrestpronouns: was/were",1440,239,54654
67631,67631,1145503,bastardexecutioner,2019-06-27T23:45:46.000Z,,218,276,3096
67652,67652,1074219,hyperiousX,2019-04-07T17:36:10.000Z,"pro 2nd amendment | sanctuary cities are illegal | fuck your 'pronouns' to identify |fuck censorship, sjw's and npc's | fuck your feelings if it interferes with my rights | 17,965 days and counting stuck behind enemy lines in commiefornia |",1209,170,20242
68253,68253,1039932,StoryThreader,2019-03-13T18:57:07.000Z,"kidney donor, dadparental kidnap survivoractor, director, author, scriptwriterhappily married and love our dogs!what else is there?!",168,207,1102
68359,68359,1061418,CraftyCopywriter173,2019-03-24T11:00:58.000Z,"creator of the subliminal hit piecedale l. sims is a stealth sales strategist based in grand rapids, michigan. former marketing coordinator, army pao, print reporter, editor-in-chief, and radio ad",186,314,1098
68475,68475,1041361,Wahoo2,2019-03-13T23:52:04.000Z,preacher of truth !,425,755,1085
68596,68596,1093636,Scipio-Africanus,2019-05-04T03:34:58.000Z,we must secure the existence of our people and a future for white children!follow me on x - @scipioreturns14,1680,618,17704
68598,68598,1038500,Michael_Whitewolf,2019-03-13T02:42:53.000Z,the white race will rule the earth again..step 1: putting our race-first step 2: make white babies step 3: white ethnostates step 4: become u bermenschen step 5: total imperialism step 6: white planet paradise step 7: cosmic imperialism step 8: white godhood .christcucks unleashed: planet world wide:,513,40,2002
68618,68618,1124999,Hench4Life,2019-06-06T01:19:28.000Z,,370,346,10306
68971,68971,1138936,yafer,2019-06-21T02:18:50.000Z,"white american country boyjesus is the wayroman catholicu.s. navy vet the earth is flat and stationarylike the bible says the babylonian talmud is the whore of babylon from the book of revelations adolf hitler is the mostlied-about man in history ""anti-semitism"" means believing what your forefathers said about jews instead of what jews say about your forefathers flat earth international flat earth research",2323,77,37910
69238,69238,1037145,80sDude,2019-03-12T15:40:57.000Z,the analog kid/digital man jesus is lord and think for yourself.,110,65,2078
69312,69312,108213,LibertyLioness,2016-12-07T04:41:45.000Z,the people never give up their liberties except under some delusion. edmund burke#digitalsoldier #patriot,1572,1671,4485
69490,69490,1084078,Tylere,2019-04-20T12:53:06.000Z,australia needs an immediate immigration referendum,298,111,519
69494,69494,1132486,Antifeminist_One,2019-06-13T02:51:50.000Z,make the poz a little less safe.,70,113,1448
69655,69655,1185844,Funar,2019-07-14T21:11:44.878Z,"dad, husband, technologist, gamer, programmer, educator, conservative...",222,119,985
69748,69748,1015888,JadeKraken,2019-03-05T05:27:50.000Z,just some random frog on the internet.,153,58,2476
70312,70312,113471,Ohio_Buckeye_US,2016-12-09T16:56:31.000Z,"independent voter...legal immigrant, happily married, mom, prolife, nra, daytrader, small business owner. ""the hardest language for some to speak is the truth""",1755,1867,790
70323,70323,1000682,spec-ops,2019-03-01T16:23:33.000Z,"""fide sed cue vide""""satire is traditionally the weapon of the powerless against the powerful. satire is a lesson, parody is a game. satire is, by definition, offensive""gen x the powers that be hate gab which is why i'm here.progressivism is the communism of our time but is much more insidious as it's modelled on religioni don't care about your politics, religion, ideology, or belief system i don't need to listen. but all are welcome to talk to me .",1133,1200,27409
70725,70725,1030915,Gregoryno6,2019-03-10T23:00:08.000Z,"australian, with a keen interest in politics local and global. born in melbourne, now resident on the other west coast, ie, perth.i meme, and i",593,103,19512
70781,70781,106237,kaijuru,2016-12-07T00:28:25.000Z,mandate open carryelectoral college by countyall terrorism is state sponsoredin terrorism the act of violence is a distraction from traitors in office waiting to change the laws,860,612,35375
70782,70782,1080897,CCoinTradingIdeas,2019-04-15T08:13:12.000Z,"i am a pureblood.it's all just for entertainment. never vote for a woman ""...both mainstream and alternative media are, to a very large extent, part of the controlled dialectic put forth by the ruling class. it helps to maintain a division of society, promulgated by useful idiots and true believers of either side s dogma."" *** i am feared and hated by #flatearth'tards ***be a humanitarian and stop all foreign aid!",568,104,25579
70908,70908,106644,Ms_TXOriginal,2016-12-07T00:57:01.000Z,"8th generation texan #speakfreely #kag #itsokaytobewhite #2a #cos i live able to look in the mirror each day. i say what i mean & mean what i say. traditions, honor, morals, loyalty, trust & respect. if you lack any of those, i do not have time to waste on you.",1736,2019,3246
70922,70922,1148615,greatgeezer,2019-07-01T13:36:09.000Z,,60,105,1247
70965,70965,1027244,Wildcard369,2019-03-09T15:30:18.000Z,"it's the jewstkdproudly anti-semiticit's okay for whites to fight back.don't argue with evil, destroy it.",888,398,13028
71040,71040,1007389,NormalRedneck,2019-03-02T22:52:32.000Z,war is when the government tells you who the bad guy is.revolution is when you decide for yourself. -benjamin franklin,128,205,1858
71168,71168,1101486,kcross57,2019-05-09T04:35:07.000Z,"bible-believing, born again christ-follower awaiting his return, pro 2nd amendment and conservative living in kansas. i am a retired mental health clinician and enjoy studying god's word, apologetics and listening to born again christ following shepherds preach god's word.",331,379,2045
71401,71401,107472,SLCBagpiper,2016-12-07T02:26:37.000Z,"historian and political scientist by education. veteran army paratrooper by training. self-producing, diy-musician and busker by profession. constitutional conservative in philosophical outlook. lds by religion. scrapper by temperament. nihil sub sole novum",1376,720,4256
72235,72235,1143769,Otakuterrorismus,2019-06-26T22:11:02.000Z,ecofascist | esoteric keionist | | latinx | incredibly racist | noticer | pronouns: he/tler,551,55,4838
72353,72353,1158946,nyirokcsomo,2019-07-09T08:39:31.292Z,adolf hitler was sent to us by god himself.soundcloud:,211,31,861
